"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"","","","Advances in Information and Computer Security - First International Workshop on Security, IWSEC 2006, Proceedings","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941166413&partnerID=40&md5=47c6053699395fe265c86b6e7a1f1c76","The proceedings contain 30 papers. The topics discussed include: ID-based ring signature scheme secure in the standard model; a short verifier-local revocation group signature scheme with backward unlinkability; sound computational interpretation of symbolic hashes in the standard model; a requirement centric framework for information security evaluation; rateless codes for the multicast stream authentication problem; a new approach to hide policy for automated trust negotiation; towards remote policy enforcement for runtime protection of mobile code using trusted computing; IP address authorization for secure address proxying using multi-key CGAs and ring signatures; a study of detection method of printed image alteration using digital watermark; real-time watermark embedding for high resolution video watermarking; and modeling of network intrusions based on the multiple transition probability.","","Codes (symbols); Computational methods; Electronic document identification systems; Information technology; Mathematical models; Real time systems; Image alteration; Real-time watermark embedding; Secure address proxying; Security of data"
"Darnall M.; Kuhlman D.","Darnall, Matthew (6503959295); Kuhlman, Doug (55519661000)","6503959295; 55519661000","AES software implementations on ARM7TDMI","2006","9","10.1007/11941378_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549119455&doi=10.1007%2f11941378_30&partnerID=40&md5=85a772c4f52086505fead33c7df80163","Information security on small, embedded devices has become a necessity for high-speed business. ARM processors are the most common for use in embedded devices. In this paper, we analyze speed and memory tradeoffs of AES, the leading symmetric cipher, on an ARM7TDMI processor. We give cycle counts as well as RAM and ROM footprints for many implementation techniques. By analyzing the techniques, we give the options we found which are the most useful for certain purposes. We also introduce a new implementation of AES that saves ROM by not explicitly storing all the SBOX data. © Springer-Verlag Berlin Heidelberg 2006.","","Random access storage; Security of data; Arm7tdmi; Cycle count; Embedded device; High Speed; Implementation techniques; Software implementation; Symmetric cipher; Cryptography"
"Tian J.; Chen X.; Zhang Y.; Yang X.","Tian, Jie (57217303750); Chen, Xinjian (58378616600); Zhang, Yangyang (13607444400); Yang, Xin (35276506600)","57217303750; 58378616600; 13607444400; 35276506600","Advances in fingerprint recognition algorithms with application","2006","0","10.1142/9789812773920_0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115938889&doi=10.1142%2f9789812773920_0011&partnerID=40&md5=3ca061ce426cc452d4244dcda1b18a7e","Great improvement has been achieved in the on-line fingerprint sensing technology, automatic fingerprint recognition algorithms and fingerprint applications. Various fingerprint recognition techniques, including fingerprint acquisition, classification, enhancement and matching, have been developed. This chapter overviews recent advances in fingerprint recognition techniques and summarizes algorithms proposed for every step with special focuses on the enhancement of low-quality fingerprints and the matching of distorted fingerprint images. Both issues are believed to be significant and challenging tasks. We also discuss the common evaluation for fingerprint recognition algorithms: Fingerprint Verification Competition 2004 (FVC2004) and Fingerprint Vendor Technology Evaluation 2003 (FpVTE2003), based on which we can measure the performance of recognition algorithms objectively and uniformly. In addition, fingerprint recognition has been increasingly used to realize personal identification in civilian’s daily life, such as fingerprint mobile phones, ID cards, fingerprint hard disks and so on. In this chapter, we introduce an application case: the fingerprint mobile phone which utilizes fingerprint recognition to ensure information security. It is composed of two parts: one is a front-end fingerprint capture subsystem, and the other is a back-end fingerprint recognition system based on smart phones. © 2006 by World Scientific Publishing Co. Pte. Ltd.","",""
"Jacobson D.","Jacobson, Douglas (57293537700)","57293537700","Computer security summer camp for high school students","2006","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029130219&partnerID=40&md5=02c5fbb402e3dc74d64a90d17b59ccd4","Iowa State University's Information Assurance Center and the Iowa Chapter of InfraGard are collaborating to give juniors and seniors in High School an opportunity to visit ISU for a three day summer camp to gain knowledge in computer security. The camp has been offered twice and is conducted by Iowa State University professors in the security field, community experts, and graduate students that are in the security program at ISU. The camp provides an overview of computer security, educates students on computer networking security concepts, uses of different types of cryptography, and general understanding of how information warfare is conducted. This is a ""hands on"" lab-oriented camp that provides students an opportunity to work with state of the art equipment and to learn from industrial and academic leaders. Students will work with current technology like firewalls, Virtual Private Networks, and intrusion detection systems. Students setup security systems, analyze attacks, and see equipment in use. The last day of camp the students defend their networks against a red team ""hackers"" consisting of security professionals. One afternoon the students travel to Des Moines to tour different companies that are related to computer security. We expect students to gain interest in the area, broaden their knowledge on computer security, have fun, and meet faculty and experts that are able to answer questions about their occupations, and give them insight as to what the future could hold for them in computer security field. The camp will also perk their interest in coming to ISU or other universities after high school. This paper will outline the camp objectives, the planning process, and the recruitment process. The importance of a partnership between academia, government, and the private sector will be discussed. The changes from the first year to the second year based on feedback will also be presented in addition to plans for the third year. © American Society for Engineering Education, 2006.","","Computer networks; Knowledge acquisition; Professional aspects; Strategic planning; Students; Virtual reality; High school students; Information Assurance Center; InfraGard; Iowa State University; Security of data"
"Silverstein D.","Silverstein, David (57203627439)","57203627439","Addressing homeland security in a process safety course","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029128935&partnerID=40&md5=b88219effb2aa686122abbf98b38c971","Chemical plants, like other potential terrorist targets, are subjects of intense scrutiny as the federal government and other agencies seek to protect the public from harm. Engineering students must be kept aware of the role they will be expected to play in maintaining security in a plant environment and to protect the public from the worst of unexpected occurrences. With the rapid changes in chemical plant security that began well before 2001 and continue today, chemical engineering educators must be provided with current information pertinent to existing classes that will empower tomorrow's engineers to function effectively. A module developed to integrate topics in homeland security into a course in Ethics, Safety, and Professionalism is described. This module introduces students to the role of government, industry groups, and individual plants in maintaining as safe an environment as reasonably possible in an age of terrorism. The focus of the module is to tie elements of the course and curriculum previously discussed to a rapidly changing contemporary issue. Topics tied to the module include the role of government (executive and legislative roles and current activities in both with regard to plant safety, previously introduced in the context of safety and environmental law), green engineering (just-in-time production, waste minimization), fail-safes, and risk analysis (HAZOP and other methods). New topics include site vulnerability analysis, ventilation security, and cybersecurity. Extensive documentation is provided, as well as references to current information available regarding plant security. © American Society for Engineering Education, 2006.","","Chemical plants; Curricula; Students; Teaching; Chemical engineering educators; Engineering students; Homeland security; Industry groups; Plant environments; Terrorist targets; Ventilation security; Security systems"
"McGhie L.L.","McGhie, Lynda L. (6507694750)","6507694750","Health insurance portability and accountability act security rule","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055947746&partnerID=40&md5=f60893fdcab2432b65e58a30eb790790","The most effective and defensible information security program is one that strictly adheres to a disciplined risk management methodology. Legal authorities warn that laws and regulations regarding information protection and privacy will continue to evolve over the next decade. These rules will continue to dictate how firms and government agencies protect and safeguard customer privacy information. The most effective and efficient way to guarantee compliance to these laws and regulations is through the adoption of risk management systems. Such a framework will provide a foundational information security management system leading to compliance and risk reduction and mitigation. Many functional areas within an organization practice risk management and deal with various aspects of risk management, including information security, business continuity planning (BCP), disaster recovery planning (DRP), insurance, finance, and internal auditing, to name a few. Risk management is the critical first step leading to a successful and compliant implementation of the HIPAA Security Rule. © 2006 by Taylor & Francis Group, LLC.","",""
"Talabis M.R.D.M.","Talabis, Mark Ryan del Moral (57208913290)","57208913290","Honeynet learning: Discovering information security","2006","0","10.1080/10658980601052019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024067311&doi=10.1080%2f10658980601052019&partnerID=40&md5=d8d86c2ebd6a979a0f8946e2e340897b","We believe information security learning is an area that would benefit greatly from the integration of the honeynet. © 2006 Taylor & Francis.","",""
"Sajko M.","Sajko, Mario (24179157000)","24179157000","Metrics for description of specific and general characteristics of security system","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895874679&partnerID=40&md5=2f46ae00403f817fd4a08e28faab6430","Information security as a component of information system can be described with a set of security indicators. Using these indicators it is possible to observe response and changes in the security system which appeared as a reaction on unsecured occurrences from the environment. With their comparison in the period of time it is possible to measure security performance and manage security. It is necessary to choose a metric for designing such a set of indicators for monitoring security performance. There are a few types of security metrics which have different ability to describe security state in some specific areas of information system. A purpose of this paper is to point out the classes of general and specific security metrics and to determine taxonomy and form of metrics description suitable for effective security monitoring considering the area of its use.","",""
"","","","21st IFIP TC11 International Information Security Conference, SEC 2006","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031945991&partnerID=40&md5=b801bb6508bba19497e4dabcca1820bd","The proceedings contain 45 papers. The special focus in this conference is on Information Security. The topics include: Improving availability of emergency health information without sacrificing patient privacy; a methodology for designing controlled anonymous applications; design options for privacy-respecting reputation systems within centralised internet communities; protecting (Anonymous) credentials with the trusted computing group's TPM V1.2; analysis and improvement of anti-phishing schemes; cAT - A practical graph and SDL based toolkit for vulnerability assessment of 3G networks; protecting web services from DoS attacks by SOAP message validation; a flexible and distributed architecture to enforce dynamic access control; a paradigm for dynamic and decentralized administration of access control in workflow applications; cAS++: An open source single sign-on solution for secure e-services; a synchronous multi-party contract signing protocol improving lower bound of steps; ensuring privacy for buyer-seller e-commerce; on the cryptographic key secrecy of the strengthened yahalom protocol; sealed-bid micro auctions; detecting known and novel network intrusions; evaluating classifiers for mobile-masquerader detection; visFlowCluster-IP: Connectivity-based visual clustering of network hosts; a usability study of security policy management; considering the usability of end-user security software; utilizing the common criteria for advanced student research projects; on the relationship of privacy and secure remote logging in dynamic systems; privacy-preserving shared-additive-inverse protocols and their applications; a general certification framework with applications to privacy-enhancing certificate infrastructures; click passwords; cryptographically enforced personalized role-based access control; using VO concept for managing dynamic security associations; secure fast handover in an open broadband access network using kerberos-style tickets; network forensics on packet fingerprints; foreword.","",""
"","","","Internet and Information Systems in the Digital Age Challenges & Solutions - Proceedings of the 7th International Business Information Management Association Conference","2006","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905082142&partnerID=40&md5=02e13d2ec34337bfce6d437cce8e306b","This proceedings contains 105 papers. Internet & Information Systems in the Digital Age: Challenges & Solutions book is a compilation of research efforts, case studies, and viewpoints of researchers and Technology managers on timely issues and practical solutions related to information technology in modern organizations. This book is a valuable source to advance research in information systems area and to transform organizations in the global business world. The key terms of this proceedings include intelligent database system, fuzzy inference system, mobile business applications, logistic domain, ERP systems, service management decisions, multistage interconnection networks, ISCS (Information Security Check Service), fuzzy logic, global software development.","",""
