"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Hansche S.","Hansche, Susan (57194885083)","57194885083","Information system security training: Making it happen, part 2","2001","10","10.1201/1086/43316.10.3.20010701/31727.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749351552&doi=10.1201%2f1086%2f43316.10.3.20010701%2f31727.6&partnerID=40&md5=24068e0e5ce724d768b27ed30cc93a7e","This article is the second of a two- part series on the importance of providing both security awareness and information systems security training to all employees, regardless of their job responsibilities. Part 1, (ISS, January/February 2001) discussed the process of designing and developing a security awareness program. The security awareness program should be the first step in the information system security awareness and training program. In conjunction with the awareness program, the information security professional should design a training program. When designing and developing an information technology (IT) security training program, there is a wide range of options that are based on specific job requirements and the daily management, operation, and protection of the information system. This article describes a framework to help develop an information system security training program that will match your organization's needs. © 2001 Taylor & Francis.","",""
"Poore R.S.","Poore, Ralph Spencer (57167532000)","57167532000","Information security standards: Deluge and dearth","2001","0","10.1201/9781420000177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055808490&doi=10.1201%2f9781420000177&partnerID=40&md5=49897fb49ac47835c3cdb56f1e199820","Avalanche! With new information doubling every five years (soon to be every two and a half years!), information security professionals may find themselves buried in an information avalanche. Where a new security standard in the financial services area could, in the past, safely take three to five years in the making, we now frown when it takes two years. Where we would, historically, rarely work on even two standards in parallel, we now must work on a dozen. Prior to 1986, the Internet Engineering Task Force (IETF) did not exist. Today, we have thousands of Requests for Comment (RFC) documents, many of which are on the IETF standards track. With the American National Standards Institute (ANSI) accredited standards bodies, with the International Standards Organization (ISO), with the International Telecommunications Union (ITU), and other national and international standards bodies, the information security professional faces hundreds of security-or privacy-related standards, guidelines, or regulatory initiatives each year. © 2002 by CRC Press LLC.","",""
"Ilyukhin B.V.","Ilyukhin, B.V. (56485925100)","56485925100","Concept of the information security for the exam process","2001","0","10.1109/SIBCOM.2001.977522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963849990&doi=10.1109%2fSIBCOM.2001.977522&partnerID=40&md5=4c893827f79f02dc62d51f9bd23cb14a","The united state exam (USE) is carried out in a test format. Experience in the leading countries shows that testing is the most objective form of knowledge control, and has a wide application. However, a number of problems have arisen, including organizational problems. It is assumed that the solution to these problems are decided by the special state service and the availability of a means of communication, ensuring the necessary level of effectiveness and secrecy. © 2001 IEEE.","","Organizational problems; Security of data"
"","","","International Workshop on Mathematical Methods, Models and Architectures for Network Security Systems, MMM-ACNS 2001","2001","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955610697&partnerID=40&md5=797605c6b6157f497318f52f10f523a6","The proceedings contain 29 papers. The special focus in this conference is on Network Security Systems and Intrusion Detection. The topics include: An intelligent decision support system for intrusion detection and response; mathematical models of the covert channels; open issues in formal methods for cryptographic protocol analysis; future directions in role-based access control models; secure networked computing; composability of secrecy; agent-based model of computer network security system; security considerations and models for service creation in premium IP networks; secure systems design technology; a privacy-enhancing e-business model based on infomediaries; modeling software tools complex for evaluation of information systems operation quality; analyzing separation of duties in petri net workflows; information security with formal immune networks; a biological approach to system information security; learning temporal regularities of user behavior for anomaly detection; the set and function approach to modeling authorization in distributed systems; principles, models, and architecture; controlled operations as a cryptographic primitive; key distribution protocol based on noisy channel and error detecting codes; dynamic group key management protocol; SVD-based approach to transparent embedding data into digital images and fast encryption algorithm spectr-H64.","",""
"","","","6th Australasian Conference on Information Security and Privacy, ACISP 2001","2001","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958739671&partnerID=40&md5=41f6182989f4deb045c192a5714f6450","The proceedings contain 40 papers. The special focus in this conference is on Information Security and Privacy. The topics include: Cryptanalysis of a public key cryptosystem proposed at ACISP 2000; improved cryptanalysis of the self-shrinking generator; attacks based on small factors in various group structures; on classifying conference key distribution protocols; pseudorandomness of misty-type transformations and the block cipher KASUMI; new public-key cryptosystem using divisor class groups; first implementation of cryptographic protocols based on algebraic number fields; evaluation of tamper-resistant software deviating from structured programming rules; condition-driven integration of security services; secure kernel extension against Trojan horses with information-carrying codes; secure and private distribution of online video and some related cryptographic issues; private information retrieval based on the subgroup membership problem; a practical English auction with one-time registration; a user authentication scheme with identity and location privacy; an end-to-end authentication protocol in wireless application protocol; error detection and authentication in quantum key distribution; an axiomatic basis for reasoning about trust in PKIS; applications of trusted review to information security; network security modeling and cyber attack simulation methodology; a countermeasure against denial-of-service attacks; enhanced modes of operation for the encryption in high-speed networks and their impact on QOS; improving the availability of time-stamping services; randomness required for linear threshold sharing schemes defined over any finite abelian group and efficient and unconditionally secure verifiable threshold changeable scheme.","",""
"Ammar A.; Al Kabbany A.; Youssef M.; Amam A.","Ammar, A. (56816493300); Al Kabbany, A. (57216961323); Youssef, M. (57211624956); Amam, A. (57209521706)","56816493300; 57216961323; 57211624956; 57209521706","A secure image coding scheme using residue number system","2001","17","10.1109/NRSC.2001.929397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952047301&doi=10.1109%2fNRSC.2001.929397&partnerID=40&md5=eecfced80b29db4e483b86ac8f708bff","A secure image coding scheme using the residue number system (RNS) is presented and tested. The proposed scheme can be also used as the base for a full security multiple access image communication system. Using RNS with multiple look-up tables for different modules increases the security level of the system. This conversion technique can be used to enhance the signal to noise ratio for received images corrupted with AWGN. © 2001 A.S.R.T.","Arithmetic; Artificial intelligence; Business; Cathode ray tubes; Computer networks; Cryptography; Digital signal processing; Image coding; Information security; Systems engineering and theory","Artificial intelligence; Cathode ray tubes; Cathodes; Codes (symbols); Computer networks; Cryptography; Digital arithmetic; Digital signal processing; Image communication systems; Industry; Numbering systems; Security of data; Signal processing; Signal to noise ratio; Table lookup; Image coding scheme; Look up table; Multiple access; Residue number system; Security level; Systems engineering and theories; Image coding"
"Poore R.S.","Poore, Ralph Spencer (57167532000)","57167532000","Information security techniques for data tracing","2001","1","10.1201/1086/43298.9.6.20010102/30990.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023801705&doi=10.1201%2f1086%2f43298.9.6.20010102%2f30990.9&partnerID=40&md5=db9c5574e24e2588ee88395711989eae","How do you prove that your information was copied when you find an instance of what appears to be your data? If a large enough sample exists identical to your original, you infer that the sample represents a copy. A strong statistical argument analogous to other forensic processes (e.g., points on a fingerprint, blood type and subtype, or even DNA) supports that conclusion. How do you determine the source of the release of this copy? Although knowing that someone has an unauthorized copy of your data is valuable, that knowledge is often insufficient for the information security practitioner to determine the source of the leak or the control that failed. The information security practitioner will want to know enough facts to be able to take appropriate corrective action. In this column, I describe scenarios in which data falls into unauthorized hands. I also describe three information security techniques that may help the information security practitioner track the source of the control failure. © 2001 Taylor & Francis.","",""
"Kekicheff M.; Kashef F.; Brewer D.","Kekicheff, Marc (56902565500); Kashef, Forough (56902526300); Brewer, David (56902291400)","56902565500; 56902526300; 56902291400","Open platform security","2001","0","10.1007/3-540-45165-x_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944189761&doi=10.1007%2f3-540-45165-x_8&partnerID=40&md5=034802983c7c992202c2ddae69bd50cf","The Java Card™2.1.1 Runtime Environment (JCRE) Specification [1] describes a secure virtualmachine environment for smart cards that facilitates the post-issuance loading and installation of applets, via an optional “Installer”. The Open Platform (OP) Card Specification [2] provides a robust specification for that installer. It identifies the oncard security features necessary to safeguard the various actors that are involved in a smart card system, including card issuers, application providers as well as cardholders. Such is the nature of information security these days it is necessary to demonstrate the trustworthiness of the OP approach. The Common Criteria (ISO 15408:1999) [3] presents an obvious course of action. A “Protection Profile”, termed OP3 [4] has therefore been produced in order to ensure the benefit of Common Criteria evaluation of the OP installer, and by virtue of specifying the security requirements of the underlying operating system and integrated circuitry, of Java CardTMand the chipcard platform itself. Evaluation will demonstrate that the OP security requirements are correctly implemented and cannot be bypassed, deactivated, corrupted or otherwise circumvented – at least to a given level of confidence (an EAL in Common Criteria terms). This is an amazingly useful first step. However, there are important off-card assets that the smart card does not protect. Common Criteria evaluation does nothing to mitigate the risks to those assets. A Common Criteria evaluation will make assumptions about the environment of the target of evaluation. Evaluation does nothing to validate those assumptions. The assumptions usually concern the compromise of security data held off-card. It therefore makes little sense to rely just on the CC evaluation of just the smart card in order to establish and maintain the security of the overall system. Other steps are necessary. The paper describes what is being done to progress the Common Criteria evaluation of OP and what else is necessary to ensure confidence in the security of the overall system. Researches indicate that Common Criteria evaluation at a modest level of evaluation (e.g. EAL 4) together with an “Information Security Management System” (ISMS), as specified in BS 7799:1999 Part 2 [5] –particularly to address the off-card security issues–reduces the need for smart card evaluation at higher EALs. © Springer-Verlag Berlin Heidelberg 2001.","","Cryptography; Information management; Java programming language; Smart cards; Specifications; Application providers; Course of action; Information security management systems; Integrated circuitry; Protection profile; Runtime environments; Security features; Security requirements; Network security"
"Tak S.W.; Lee Y.; Park E.K.; Stach J.","Tak, Sung Woo (8869975500); Lee, Yugyung (57293981900); Park, Eun Kyo (24756690600); Stach, J. (7005669314)","8869975500; 57293981900; 24756690600; 7005669314","Design and evaluation of adaptive secure protocol for E-commerce","2001","4","10.1109/ICCCN.2001.956216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349132197&doi=10.1109%2fICCCN.2001.956216&partnerID=40&md5=3519a994756897e78c2c93f3a9ebf116","As Internet business exponentially grows, the need for high security level categories to identify groups of connections or individual transactions is manifest. The development of an efficient and secure communication protocol seems to be highly demanding. We propose the adaptive secure protocol to support secure E-commerce transactions. Our adaptive secure protocol dynamically adapts the security level based on the nature and sensitivity of the interactions among participants. The security class incorporates the security level of cryptographic techniques with a degree of information sensitivity. We implement the adaptive secure protocol and measure its performance. The experimental results show that the adaptive secure protocol provides E-commerce transactions with high quality of security service. © 2001 IEEE.","Cities and towns; Communication system security; Computer networks; Computer science; Computer security; Cryptographic protocols; Cryptography; Electronic commerce; Information security; Internet","Commerce; Computer networks; Computer science; Cryptography; Electronic commerce; Internet; Internet protocols; Network protocols; Security of data; Cities and towns; Communication system security; Cryptographic protocols; Cryptographic techniques; Design and evaluations; E-commerce transactions; High security levels; Information sensitivity; Network security"
"Park J.S.; Montrose B.; Froscher J.N.","Park, J.S. (10440600300); Montrose, B. (13606109300); Froscher, J.N. (6602291126)","10440600300; 13606109300; 6602291126","Tools for information security assurance arguments","2001","6","10.1109/DISCEX.2001.932223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964452143&doi=10.1109%2fDISCEX.2001.932223&partnerID=40&md5=503ac6e7edd2b0085171a7fe59aa6f37","To design a system that can be trusted or assess security properties in a system, the related assurance arguments need to be developed and described effectively in an understandable way. To meet this pressing need, we have developed a prototype tool, VNRM (Visual Network Rating Methodology), to help users develop a map to assurance arguments and document it with related descriptions in a common environment. This map depicts the claim trees for the assurance arguments related to the enterprise security objective. VNRM supports ECM (Enterprise Certification Methodology) for deriving and organizing the related assurance arguments effectively and uses CAML (Composite Assurance Mapping Language) for describing the assurance arguments in the map. After the successful development of VNRM, we have started to develop a more robust tool, SANE (Security Assurance Navigation and Environment), providing more features, reusability of assurance arguments, and access control to CAML maps. © 2001 IEEE.","","Reusability; Security of data; Common environment; Enterprise security; Mapping Language; Prototype tools; Security assurance; Security properties; Access control"
