"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Kadloor S.; Venkitasubramaniam P.; Kiyavash N.","Kadloor, Sachin (35118863300); Venkitasubramaniam, Parv (55382572500); Kiyavash, Negar (13104840200)","35118863300; 55382572500; 13104840200","Preventing timing analysis in networks: A statistical inference perspective","2013","4","10.1109/MSP.2013.2261131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032751278&doi=10.1109%2fMSP.2013.2261131&partnerID=40&md5=3cad74f9eb6758cff88d497717489f07","Information security requires the protection of not only the contents of data transmitted but also the timing of network operations. Knowledge of timing alone can reveal to an adversary the nature of users? online behavior, including, but not restricted to, Web sites accessed, recipients of e-mails and chat messages, financial resources considered, and more. It is imperative that current network protocols be redesigned to prevent the retrieval of packet timing in a network and limit the ?networking? information inferable from the timing. Timing information can be retrieved by adversaries both passive and active: active adversaries masquerade as network users and retrieve the timing of other legitimate users using delays experienced at shared schedulers, while passive adversaries utilize sophisticated snooping equipment to detect timing without actively participating in the network. In this article, a signal processing perspective is presented to study the protection against each kind of adversary, and a path to a unified solution to prevent timing analysis is discussed. Such unified scheduling strategies are shown to require a limited transmission of ?dummy? packets to obfuscate the information retrieved by any adversary. © 1991-2012 IEEE.","","Network protocols; Scheduling; Security of data; Timing circuits; Financial resources; Legitimate users; Network operations; Passive adversary; Scheduling strategies; Statistical inference; Timing information; Unified solutions; Signal processing"
"Campbell R.J.","Campbell, Richard J. (56959756600)","56959756600","The smart grid and cybersecurity-regulatory policy and issues","2013","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947054890&partnerID=40&md5=ed269894dbac22c044c9979b3aeb7976","Electricity is vital to the commerce and daily functioning of United States. The modernization of the grid to accommodate today's uses is leading to the incorporation of information processing capabilities for power system controls and operations monitoring. The ""Smart Grid"" is the name given to the evolving electric power network as new information technology systems and capabilities are incorporated. While these new components may add to the ability to control power flows and enhance the efficiency of grid operations, they also potentially increase the susceptibility of the grid to cyber (i.e., computer-related) attack since they are built around microprocessor devices whose basic functions are controlled by software programming. The potential for a major disruption or widespread damage to the nation's power system from a large scale cyberattack has increased focus on the cybersecurity of the Smart Grid. Federal efforts to enhance the cybersecurity of the electrical grid were emphasized with the recognition of cybersecurity as a critical issue for electric utilities in developing the Smart Grid. The Federal Energy Regulatory Commission (FERC) received primary responsibility for the reliability of the bulk power system from the Energy Policy Act of 2005. FERC subsequently designated the North American Electric Reliability Corporation (NERC) as the ""Electric Reliability Organization"" (ERO) with the responsibility of establishing and enforcing reliability standards. Compliance with reliability standards for electric utilities thus changed from a voluntary, peer-driven undertaking to a mandatory function. The Energy Independence and Security Act of 2007 (EISA) later added requirements for ""a reliable and secure electricity infrastructure"" with regard to Smart Grid development. NERC is also responsible for standards for critical infrastructure protection (CIP) which focus on planning and procedures for the physical security of the grid. Self-determination is a key part of the CIP reliability process. Utilities are allowed to self-identify what they see as ""critical assets"" under NERC regulations. Only ""critical cyber assets"" (i.e., as essential to the reliable operation of critical assets) are subject to CIP standards. FERC has directed NERC to revise the standards so that some oversight of the identification process for critical cyber assets was provided, but any revision is again subject to stakeholder approval. While reliability standards are mandatory, the ERO process for developing regulations is somewhat unusual in that the regulations are essentially being established by the entities who are being regulated. This may potentially be a conflict of interest, especially when cost of compliance is a concern, and acceptable standards may conceivably result from the option with the lowest costs. Since utility systems are interconnected in many ways, the system with the least protected network potentially provides the weakest point of access. Cybersecurity threats represent a constantly moving and increasing target for mitigation activities and mitigation efforts could likewise spiral upward in costs. Recovery of costs may present a major challenge especially to distribution utilities and state commissions charged with overseeing utility costs. EISA only requires states to consider recovery of costs related to Smart Grid systems. FERC has jurisdiction over the bulk power grid, and cannot compel entities involved in distribution to comply with its regulations. Recoverability from a cyber attack on the scale of something which could take down a significant portion of the grid will likely be very difficult, but maintaining a ready inventory of critical spare parts in close proximity to key installations could quicken recovery efforts from some types of attack. The electricity grid is connected to (and largely dependent on) the natural gas pipeline, water supply, and telecommunications systems. Technologies being developed for use by the Smart Grid could also be used by these industries. Consideration could be given to applying similar control system device and system safeguards to these other critical utility systems. © 2013 Nova Science Publishers, Inc.","","Computer programming; Computer system recovery; Costs; Electric power systems; Electric power transmission networks; Electric utilities; Natural gas pipelines; Power control; Recovery; Regulatory compliance; Reliability; Smart power grids; Standards; Water supply; Critical infrastructure protection; Distribution utilities; Electric power networks; Electricity infrastructure; Energy independence and security act of 2007; Federal energy regulatory commissions; Information processing capability; Information technology systems; Electric power system control"
"Roßbach P.","Roßbach, Peter (57205118171)","57205118171","The employee as a component of information security; [Der Mitarbeiter als Komponente der Informationssicherheit]","2013","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083206924&partnerID=40&md5=e8f8ee7ecd84512defa9edb6a978bb1e","[No abstract available]","",""
"Rahimian F.; Bajaj A.","Rahimian, Firoozeh (57148054100); Bajaj, Akhilesh (7101709982)","57148054100; 7101709982","Specifying security at the systems analysis level: Operational, public-image and legal aspects","2013","0","10.1007/978-3-642-40855-7_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025602651&doi=10.1007%2f978-3-642-40855-7_4&partnerID=40&md5=5ffab4bc3fd13f0136b47e35d5234673","Current software security approaches involving software and information assurance, involve security activities such as threat modeling, misuse cases, and rigorous testing during the development, implementation and maintenance phases of the software lifecycle. With OPL (operational, public-image, legal) model, we propose that security requirements should be elicited at the data field level from end-users during the requirements modeling phase of the lifecycle. The elicited classification can then be used to drive the process of identifying critical processes of software, which leads to more effective threat modeling and testing regimens downstream. © Springer-Verlag Berlin Heidelberg 2013.","Data security; Information assurance; Security requirements; Software assurance; Software trust; Systems development lifecycle","Cryptography; Digital storage; Life cycle; Security of data; Systems analysis; Information assurance; Requirements Models; Security activities; Security requirements; Software assurance; Software life cycles; Software security; Systems development; Software testing"
"White G.L.","White, Garry L. (8584450500)","8584450500","A new value for information security policy education","2013","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084015831&partnerID=40&md5=ee99fd9c07a8a24ecebc4d57175476d4","Security breaches are a result of poor policies, not the technology used. This paper presents critical issues an information security and assurance policy course should cover. Some of the problems with policies are: 1) failure to address unique systems configurations due to be belief compliance to standards provides full protection, 2) deal with situations that do not yet exist due to new and changing technologies, 3) lack of addressing the external due to globalization and outsourcing, 4) no relationships between security best practices policies and the incidence or severity of security breaches, and 5) the lack of policies being people focus. A good security policy course should teach students how to deal with these problems and write, develop, and implement good policies. These new policies must go beyond required compliance so as to address unique system configurations, deal with the dilemma of security hindering productivity, and finally, focus on people. ©2013 EDSIG (Education Special Interest Group of the AITP).","Assurance; Curriculum; Education; Policy; Security","Curricula; Education; Information systems; Information use; Regulatory compliance; Security of data; Security systems; Assurance; Information security policies; Security; Security Best Practices; Security breaches; Security policy; System configurations; Systems Configuration; Public policy"
"Kinnett S.J.","Kinnett, Seth J. (57203243147)","57203243147","Information assurance: open research questions and future directions","2013","0","10.1201/b15440-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076652966&doi=10.1201%2fb15440-14&partnerID=40&md5=23819be38d2af8e0b409266b4dfeddff","If the fields of computer science and technology analysis could be considered in their adolescence, truly, the discipline of information assurance (IA) is in its infancy. As recently as 2005, trade journals included articles filled with discussion surrounding the “pressing need to formalize information security as a profession” (Wyatt 2005). Compare this discussion to a long-since established field such as medicine. We would not expect to see medical journals discussing the need for accreditation and a greater quantification of professionalism. This presents the IA field with decidedly greater opportunities to chart its course for the future. Those professionals working in the field today have the chance to shape the future direction of their profession and their own careers. As with any field that is young, the body of research available will be relatively small. It is useful for both professionals and academics to understand not only what research is available, but also to understand what issues are still ripe for exploration. The purpose of this chapter is to highlight open research questions and to forecast the probable future direction of this rapidly emerging and important field. © 2014 by Taylor & Francis Group, LLC.","",""
"James A.P.; Sherin S.","James, Alex Pappachen (57201728786); Sherin, Sugathan (57204144975)","57201728786; 57204144975","Trust issues in modern embedded computing","2013","0","10.1201/b16318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054666704&doi=10.1201%2fb16318&partnerID=40&md5=1b17a0823c03b76d6b506b16a61410f5","The growth of the Internet since 2000, which was expected to happen in the next decade, brings several new challenges in embedded computing. With most embedded devices getting connected to the Internet, the information risk due to its value, and the risk associated with information storage, transfer, and duplication is high. The critical aspect of this information in the embedded world is that the majority of this information has a direct impact on the physical world. For example, consider an Internet-enabled control system that has access to the information acquired from the sensors; this information can be used to manipulate, undo, or modify the operating conditions of the system, and would have a significant impact on the physical world. In the past, the embedded systems, due to its isolated existence, had less worries on the need for trust and information security. The access to the embedded devices was usually restricted and different from the microprocessor pathway. However, beginning in 2009, this scenario started changing mainly because embedded devices are becoming Internet enabled, resulting in evolution of different communication pathways to access the information and the devices. The trust in the modern embedded solutions faces the challenges of multicore computing capabilities, increasing overlap with general computing architectures, and data analytic-aware computing hardware. In this chapter, we provide a modern perspective on the trust issues in embedded computing and devices. In addition, it should be noted that there is a high level of trust placed in many mission critical applications that use embedded systems. This makes this topic highly relevant and of prime importance for ensuring the robustness of embedded computing solutions in the future. © 2014 by Taylor & Francis Group, LLC.","","Computer architecture; Digital storage; Security of data; Communication pathways; Computing architecture; Computing hardware; Embedded computing; Information risk; Mission critical applications; Multi-core computing; Operating condition; Embedded systems"
"Vacca J.R.","Vacca, John R. (7005122488)","7005122488","Managing information security, 2nd edition","2013","0","10.1016/C2011-0-08782-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076647092&doi=10.1016%2fC2011-0-08782-3&partnerID=40&md5=7c2fa87e75f113326113e09dfdf88d1b","Managing Information Security offers focused coverage of how to protect mission critical systems, and how to deploy security management systems, IT security, ID management, intrusion detection and prevention systems, computer forensics, network forensics, firewalls, penetration testing, vulnerability assessment, and more. It offers in-depth coverage of the current technology and practice as it relates to information security management solutions. Individual chapters are authored by leading experts in the field and address the immediate and long-term challenges in the authors’ respective areas of expertise. © 2014 Elsevier Inc. All rights reserved.","",""
"Munoz D.B.","Munoz, Dawson B. (56959907700)","56959907700","The transformation of electrical power: Key issues","2013","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947066596&partnerID=40&md5=7238004691ed65ea22299724d14b4127","This book examines the electric power industry which is in a transformation process. The electricity infrastructure of the United States is aging, and uncertainty exists around how to modernize the grid, and what technologies and fuels will be used to produce electricity in the future. Unresolved questions of transmission and reliability of the grid are arising from potential cybersecurity threats and continuing interest in harnessing renewable energy and other low carbon sources of electricity. Concerns about reliability and electricity prices are being complicated by new environmental regulations and the rising availability of natural gas for the production of electric power from unconventional resources such as gas shales. Congress will likely be faced with policy issues regarding how the modernization of this vital industry will unfold. © 2013 by Nova Science Publishers, Inc. All rights reserved.","","Carbon; Electric industry; Electric power generation; Environmental regulations; Natural gas deposits; Power quality; Resource valuation; Cyber security; Electric power industries; Electrical power; Electricity infrastructure; Electricity prices; Renewable energies; Transformation process; Unconventional resources; Electric power transmission networks"
"Sharma A.; Saghar Y.N.; Saltz J.H.","Sharma, Ashish (58599104900); Saghar, Yusuf N. (57215600911); Saltz, Joel H. (7004423034)","58599104900; 57215600911; 7004423034","Research Data Management, Integration, and Security","2013","0","10.1201/b15508-20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135661086&doi=10.1201%2fb15508-20&partnerID=40&md5=09f0554e128eb65e6b5b5c616c7980bf","Another difference between the access patterns of clinical data and research data lies in the inherent unpredictability of how data is discovered and used in research. Unlike a clinical operations, where access is very well defined, research data often have to be browsed in novel ways to devise a hypothesis. Such browsing of data requires the execution of queries that are novel and ideally require an on-demand integration of different data modalities. For example, a researcher, who is developing new algorithms to help craft tighter dose margins, will want to explore the planning computed tomography (CT), the radiotherapy (RT) dose and structures, patient diagnosis, and outcome data. To test their algorithms, the researcher may want to retrieve RT structures and possibly the associated planning CT, given a particular diagnosis, dose, and outcome. Most existing systems will have a hard time executing a query where some of the queryable attributes are in the electronic medical records (diagnosis and outcome) and a RT PACS (dose), whereas the objects of interest are in a RT PACS (structure) and radiology PACS (planning CT). From these examples, it becomes evident that existing clinical systems fall short when it comes to research use cases. Next, we explore some specific research data management systems, the benefits of a service-oriented architecture in facilitating data federation, and finally information security. © 2014 by Taylor and Francis Group, LLC.","",""
