"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Fanelli R.L.; O’Connor T.J.","Fanelli, Robert L. (24766300900); O’Connor, Terrence J. (36096987000)","24766300900; 36096987000","Experiences with practice-focused undergraduate security education","2010","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084161102&partnerID=40&md5=cfb0fba0e7bf63dc3b32c8be97346757","The combination of competitive security exercises and hands-on learning represents a powerful approach for teaching information system security. Although creating and maintaining such a course can be difficult, the benefits to learning are worthwhile. Our undergraduate Information Assurance course is practice-focused and makes substantial use of competitive exercises, such as the National Security Agency Cyber Defense Exercise, to promote learning. We recount experiences and lessons learned from creating and conducting this course. © 2010 USENIX Association. All rights reserved.","","Network security; Cyber defense exercise; Hands-on learning; Information assurance; Information system security; IS practices; National security agencies; Security education; National security"
"Weijnen M.P.C.; Lukszo Z.; Deconinck G.","Weijnen, Margot P. C. (56529406100); Lukszo, Zofia (57200973305); Deconinck, Geert (56492542300)","56529406100; 57200973305; 56492542300","Introduction","2010","1","10.1007/978-90-481-3594-3_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951080794&doi=10.1007%2f978-90-481-3594-3_1&partnerID=40&md5=1d40ce0e3ea7ff44814002d1d74fd15b","The infrastructures for electric power and information and telecommunication services are critical enablers for all economic activity. Both of these infrastructure systems evolved over time as networks-of-networks in an institutionally fragmented landscape. In understanding and steering the emergent behaviour of these infrastructure systems both their physical network complexity and their social network complexity pose a formidable challenge. On top of the socio-technical complexity of the electricity infrastructure and the information and telecommunication infrastructure as such, the two infrastructure systems show unprecedented mutual interdependency. Unravelling this multi-level interdependency and identifying strategies to curb the new risks and vulnerabilities it implies for the reliability of electric power services is the goal of this book. It clearly shows that technical solutions alone will not suffice to ensure the future reliability and security of electricity infrastructure operations. © Springer Science + Business Media B.V. 2010.","Cybersecurity; Infrastructure dependencies; Infrastructure vulnerability; Power systems",""
"Katona P.; Intriligator M.D.; Sullivan J.P.","Katona, Peter (7005399377); Intriligator, Michael D. (6603772810); Sullivan, John P. (57205483068)","7005399377; 6603772810; 57205483068","Conclusion","2010","0","10.4324/9780203860243-29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123661465&doi=10.4324%2f9780203860243-29&partnerID=40&md5=0154edd3331dadc2a5dd65df848f0a58","This book has reviewed many aspects of the current and evolving biosecurity threat horizon. Collectively, the chapters have covered many relevant areas in biosecurity. The result is comprehensive, but not necessarily encyclopedic. While we have attempted to be complete, some subjects could not be comprehensively explored, and others have undoubtedly been omitted. The topics covered are complex, and at times contentious. For example, definitions of many terms, such as “preparedness, "" “terrorism, "" “all-hazards, "" and “first responder” are often ambiguous, being defined differently by many groups. Thus we have tried, when possible, to avoid them. Even the CDC categorization of biothreat agents into their specific A, B, and C categories may be very misleading as the technology to weaponize advances (which we in the scientific, medical, policy, and emergency response communities understand poorly). These ideas are viewed through a Western “in the box” way of thinking. Our adversaries think in very different ways and the cultural understanding of these differences is essential. A key goal of this book is to emphasize the need for global resilience and cooperation in preparedness, prevention, response and intelligence. Intelligence, for example, has to be co-produced and easily shared among the parties that need it when making decisions to protect our operations during all phases: pre-, trans-, and post-event. Intelligence for biosecurity then becomes a tool for better anticipating and understanding the dynamics of the threat and response spectrum. In addition to FININT, SIGINT, and HUMINT, different types of intelligence, such as threat, criminal, counterproliferation, and epidemiological intelligence are needed to craft a situational understanding of global biosecurity. Crafting responses to large-scale bioevents requires tools and approaches that help all decision makers navigate uncertainty. Intelligence is one essential tool for helping physicians, all responders, and government officials manage the potential consequences of bioterrorism, pandemics, and other crises. While intelligence is not a perfect science, it is an essential integrating component of an effective global security regime. Good intelligence informs decision making, enables early warning of disease and conflict, and provides situational understanding to formulate a viable response. But integrating intelligence networks will require a shift from a limited “need to know” approach to a broad “need to share” approach. Cooperation, coproduction, and collaboration among and across spatial and disciplinary divides are therefore essential elements of the biosecurity equation. The role of technology - both information and biotechnology - cannot be overstated. New product development is rapidly proliferating both geographically and technologically. This includes Professor Scott Layne’s high throughput laboratory to analyze thousands of specimens per day being developed at Los Alamos Labs and UCLA, syndromic surveillance programs initially developed in NYC, and bioengineering, genomics, and proteomics being developed at universities and companies all over the world. In addition, there are links between cybersecurity and biosecurity, nanotechnology diagnostics and sensors. Advanced systems for detection and deployment of biological agents, and political and health-giving initiatives are vitally important. This includes areas such as weaponization and dissemination, chimera agents, genetically engineered agents, and binary agents, not to mention the mass production of agents as done by Biopreparat in Russia. Biothreat agents “grown in the basement” can cause transient panic and limited physical damage, but properly disseminated and weaponized agents can cause widespread destruction and fear. This difference in impact, medically and psychologically, is crucial in any preparedness effort. Sustaining global security also requires resilient and highly adaptive mechanisms for dealing with threats. We all agree that bioterrorism events have profound local consequences, and much of the effort needed to respond to and contain an outbreak or attack lies with local agencies, local relationships, local memorandums of understanding (MOU), and local resources. But responses during pandemics need to be global. In other words we need to act locally but think globally. Preparedness by all entities - local, regional, state, national, and supranational - is essential to managing the wide range of potential biological, health, and economic threats and their consequences. Furthermore, government preparedness must be done in conjunction with such non-government entities as businesses, non-profits, and community groups like Community Emergency Response Teams (CERT). As a result, effective and adaptive preparedness and response will require coordinated efforts that cut across organizational, disciplinary, and jurisdictional boundaries. Preparedness, in our view, will need to address a broad spectrum of health and human security issues. We have stressed that the application of biosecurity must be expanded to include events that result from natural or intentional outbreaks of diseases, climate change, as well as the health and humanitarian consequences of conflict disasters and acts of terrorism. Responses based on these preparedness efforts will need to be integrated among a range of diverse and often separated disciplines. They must deftly synchronize a range of capabilities (political, military, medical, epidemiological, diplomatic, security, law enforcement, and intelligence) on a potentially continental or even global scale. © 2010 Peter Katona, John P. Sullivan and Michael D. Intriligator for selection and editorial matter; individual contributors, their contributions.","",""
"","","","4th IFIP WG 11.2 International Workshop on Information Security Theory and Practices, WISTP 2010","2010","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928735475&partnerID=40&md5=f971fda31f0106a1cb98e3a61c1b386a","The proceedings contain 32 papers. The special focus in this conference is on Embedded security, Protocols, Highly constrained embedded systems, Security, Smart card security, Algorithms, Hardware implementations, Embedded systems and Anonymity/database security. The topics include: Efficient and effective buffer overflow protection on ARM processors, efficient entropy estimation for mutual information analysis using B-Splines, a probabilistic diffusion scheme for anomaly detection on smartphones, a smart card implementation of the McEliece PKC, evaluation metrics of physical non-invasive security, trust in peer-to-peer content distribution protocols, generic constructions of biometric identity based encryption systems, design and analysis of a generalized canvas protocol, efficient mutual authentication for multi-domain rfid systems using distributed signatures, practical schemes for privacy and security enhanced RFID (extended abstract), MoteAODV - an AODV implementation for TinyOS 2.0, random number generation based on fingerprints, improvements of pan-european IDM architecture to enable identity delegation based on X.509 proxy certificates and SAML, fraud detection for voice over ip services on next-generation networks, proxy smart card systems, can we support applications’ evolution in multi-application smart cards by security-by-contract?, website credential storage and two-factor web authentication with a java SIM, attribute-based encryption with break-glass, on the security of a two-factor authentication scheme, the design of secure and efficient P2PSIP communication systems, novel FPGA-based signature matching for deep packet inspection, towards electrical, integrated implementations of SIMPL systems and a very compact hardware implementation of the KASUMI block cipher.","",""
"Ismail Z.; Masrom M.; Sidek Z.M.; Hamzah D.S.","Ismail, Zuraini (25825017600); Masrom, Maslin (8524047400); Sidek, Zailani Mohamad (25825573700); Hamzah, Dayang Suhana (36607908600)","25825017600; 8524047400; 25825573700; 36607908600","Examining information security concerns: Case study of Malaysian academic setting","2010","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905090443&partnerID=40&md5=637f7866fe01f9b33f6365a286b836c6","Information security remains omnipresent to the increasing concern for most organizations including those from the academic setting. Apart from technological aspect, Higher Education Institutions (HEIs) must implement and enforce proper policies, procedures, and standards in compliance with laws and regulations to safeguard and secure its assets. This research attempts to answer two research questions. First is to identify the major constructs of information security framework (ISF). Secondly, to investigate IT personnel perceptions on the existing information security policy practices. Two modes of data collection were adopted in this study; interview and survey respectively. The result from the preliminary investigation provides valuable information on ISF practices in establishing the components of the ISF. A proposed ISF specific for HEIs was designed. Then, a survey was conducted in order to investigate perceptions towards the implementation of the information security policy. This paper presents the results.","Higher education institutions; Information security; Information security framework; Standards and policy","Knowledge management; Regulatory compliance; Security systems; Surveys; Data collection; Higher education institutions; Higher education institutions (HEIs); Information security policies; Laws and regulations; Malaysians; Research questions; Technological aspects; Security of data"
"","","","Classical and Quantum Information Assurance Foundations and Practice 2009","2010","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174180288&partnerID=40&md5=93d4ffe9687321797c128bf16f0edce1","The proceedings contain 2 papers. The topics discussed include: quantum key distribution and cryptography: a survey; and geometry of abstraction in quantum computation.","",""
"Petrescu M.; Stegaroiu I.; Braboveanu M.; Petrescu A.-G.; Sîrbu N.","Petrescu, Marius (41762228500); Stegaroiu, Ion (31767646200); Braboveanu, Mioara (56300130100); Petrescu, Anca-Gabriela (56299955100); Sîrbu, Nicoleta (56299528100)","41762228500; 31767646200; 56300130100; 56299955100; 56299528100","Implementing a risk management approach for optimizing information security systems","2010","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905121314&partnerID=40&md5=40c4d0c584ae0e4338665b3a2676122d","The globalization imposed a re-assessment of the security concepts, reconsideration and extension of the responsibilities in the field of information security. Organizations are continuously confronted with complex threats to information they handle and to the information systems they administer. The information security risk management emerged as an efficient and comprehensive procedure that complements the overall management of almost all aspects of our lives. Managers in very diverse types of organizations, with different missions, all incorporate risk assessment in their decision-making processes. At present, more and more managers in industry and government organizations are allocating a large part of their resources to the task of improving their understanding and approach to risk-based decision-making. The study revolves around the premises that information systems going through a systematic risk assessment and management process and associated decision-making steps would attain significantly better the information security objectives than systems that do not. The paper provides an overview of the theoretical approaches to information security risk management, as an essential step in developing effective information security systems. The article aims at advancing the current theories in order to develop adapted methods for different types of organizations.","Decision-making; Information security; Risk; Risk assessment; Risk management","Decision making; Information systems; Knowledge management; Managers; Risk assessment; Risk management; Risks; Security systems; Societies and institutions; Adapted methods; Current theories; Decision making process; Government organizations; Information security risk managements; Large parts; Systematic risk; Theoretical approach; Security of data"
"Masera M.","Masera, Marcelo (19640310600)","19640310600","Governance: how to deal with ICT security in the power infrastructure?","2010","5","10.1007/978-90-481-3594-3_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951127288&doi=10.1007%2f978-90-481-3594-3_6&partnerID=40&md5=7b96641e8a0cefb553563d55eb51be70","The evolution of the power infrastructure has been characterized by the increasing and intensive use of information and communication technologies. This paper argues that this transition has situated the infrastructure in a new paradigm, here denominated “E + I”, indicating the inextricably interwoven nature of the energy and information aspects. The paper discusses the main characteristics of the power infrastructure, and identifies five strata for the analysis of the integration of the ICT components, four within the single electric company, and one referring to the interactions among the actors of the power infrastructure. Finally, the paper finishes with some considerations on the implications for the governance of cybersecurity in power infrastructures, highlighting the need of legitimacy for the governance arrangement, but also the requirement of producing efficient measures. For this solid supporting evidence is necessary, and this would require the support of appropriate testing facilities. © Springer Science + Business Media B.V. 2010.","Cybersecurity; Governance; Power infrastructures",""
"York D.","York, Dan (7202989326)","7202989326","Seven Deadliest Unified Communications Attacks","2010","0","10.1016/C2009-0-61912-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152323245&doi=10.1016%2fC2009-0-61912-7&partnerID=40&md5=b93403b18ba976be753de9df1a6ba93c","Seven Deadliest Unified Communications Attacks provides a comprehensive coverage of the seven most dangerous hacks and exploits specific to Unified Communications (UC) and lays out the anatomy of these attacks including how to make your system more secure. You will discover the best ways to defend against these vicious hacks with step-by-step instruction and learn techniques to make your computer and network impenetrable. The book describes the intersection of the various communication technologies that make up UC, including Voice over IP (VoIP), instant message (IM), and other collaboration technologies. There are seven chapters that focus on the following: attacks against the UC ecosystem and UC endpoints; eavesdropping and modification attacks; control channel attacks; attacks on Session Initiation Protocol (SIP) trunks and public switched telephone network (PSTN) interconnection; attacks on identity; and attacks against distributed systems. Each chapter begins with an introduction to the threat along with some examples of the problem. This is followed by discussions of the anatomy, dangers, and future outlook of the threat as well as specific strategies on how to defend systems against the threat. The discussions of each threat are also organized around the themes of confidentiality, integrity, and availability. This book will be of interest to information security professionals of all levels as well as recreational hackers. © 2010 Elsevier Inc. All rights reserved","",""
"Lauinger T.; Pankakoski V.; Balzarotti D.; Kirda E.","Lauinger, Tobias (25631046900); Pankakoski, Veikko (57211836470); Balzarotti, Davide (23395942900); Kirda, Engin (6602533668)","25631046900; 57211836470; 23395942900; 6602533668","Honeybot, your man in the middle for automated social engineering","2010","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084095622&partnerID=40&md5=ce35afef1de7bf7ede0d05200ac3d325","Automated Social Engineering poses a serious information security threat to human communications on the Internet since the attacks can easily scale to a large number of victims. We present a new attack that instruments human conversations for social engineering, or spamming. The detection rate is low, which becomes manifest in link click rates of up to 76.1%. This new attack poses a challenge for detection mechanisms, and user education. © 2010 USENIX. All rights reserved.","","Botnet; Security of data; Click rates; Detection mechanism; Detection rates; Human communications; Information security threats; Man in the middle; Social engineering; User education; Computer viruses"
